Hp pq value
13 604 1194
13 2208 3901
13 2396 4252
13 2289 4052
13 4737 8336
13 803 1471
13 2985 5291
13 84 161
13 1799 3181
13 2795 4938
13 1110 2000
13 386 764
13 5401 9554
13 1060 1902
13 1445 2571
13 1303 2325
13 4001 7042
13 3140 5518
13 4814 8456
13 2850 5030
13 3856 6765
13 1831 3240
13 309 601
13 5178 9132
13 4064 7124
13 697 1305
13 1705 3004
13 4845 8500
13 4303 7508
13 1725 3042
13 1757 3092
13 4966 8702
13 3950 6943
13 2108 3696
13 5177 9106
13 903 1631
13 2932 5167
13 382 749
13 4663 8144
13 2661 4700
13 3238 5688
13 74 144
13 3118 5465
13 892 1594
13 1140 2046
13 2494 4388
13 132 271
13 3107 5441
13 5642 9906
13 4993 8727
13 240 471
13 3833 6672
13 1109 1968
13 545 1072
13 1206 2156
13 3113 5444
13 5002 8729
13 2938 5160
13 2253 3945
13 3597 6237
13 4712 8202
13 1925 3389
13 695 1291
13 836 1498
13 4067 7085
13 207 397
13 1794 3129
13 4936 8604
13 4331 7499
13 687 1274
13 1884 3305
13 1827 3187
13 4496 7770
13 2919 5122
13 579 1133
13 3554 6169
13 5440 9510
13 767 1404
13 909 1610
13 3313 5768
13 3757 6484
13 1179 2081
13 5060 8792
13 2756 4804
13 5445 9505
13 479 948
13 124 248
13 2622 4586
13 3526 6108
13 2406 4193
13 425 823
13 343 663
13 2267 3934
13 4883 8466
13 1220 2161
13 527 1019
13 3000 5215
13 926 1642
13 3455 5976
13 1566 2714
13 5321 9268
13 3251 5633
13 1281 2253
13 1947 3391
13 4117 7107
13 1943 3386
13 5496 9560
13 3851 6617
13 590 1143
13 4379 7522
13 1361 2385
13 4445 7627
13 5523 9603
13 4383 7530
13 5083 8783
13 3158 5460
13 4911 8478
13 5208 9031
13 22 46
13 480 939
13 5517 9577
13 450 869
13 915 1602
13 2016 3511
13 3290 5687
13 58 115
13 461 883
13 468 902
13 4711 8109
13 1855 3211
13 2088 3617
13 4298 7378
13 3005 5196
13 1269 2222
13 399 769
13 1324 2303
13 3258 5609
13 3900 6681
13 3055 5272
13 3938 6752
13 2439 4203
13 2334 4009
13 383 731
13 85 158
13 879 1539
13 3415 5866
13 3269 5618
13 13 18
13 679 1249
13 3294 5664
13 4274 7309
13 433 826
13 1692 2885
13 5183 8911
13 362 690
13 4991 8572
13 3131 5378
13 4654 7925
13 3391 5826
13 2015 3487
13 4399 7488
13 3381 5795
13 4228 7217
13 1569 2684
13 4694 8018
13 2530 4338
13 746 1339
13 2111 3627
13 540 1019
13 3891 6611
13 3947 6731
13 910 1574
13 324 620
13 2234 3814
13 1003 1732
13 4982 8512
13 5628 9680
13 4327 7350
13 2851 4882
13 488 929
13 1765 3014
13 1260 2191
13 4760 8108
13 1305 2251
13 578 1102
13 3000 5150
13 435 823
13 3827 6480
13 1805 3075
13 3919 6650
13 3724 6319
13 298 563
13 1430 2445
13 2071 3537
13 5602 9599
13 4005 6815
13 4661 7875
13 494 938
13 237 442
13 3074 5247
13 4471 7549
13 2063 3525
13 4013 6821
13 2653 4521
13 4340 7339
13 5031 8554
13 1781 3033
13 4129 7019
13 3475 5904
13 4693 7915
13 4709 7949
13 3092 5271
13 3826 6458
13 1405 2409
13 4463 7522
13 4485 7560
13 4485 7559
13 2748 4698
13 209 392
13 336 634
13 4581 7700
13 3968 6712
13 4487 7549
13 3857 6497
13 3918 6601
13 2046 3500
13 1946 3313
13 2635 4476
13 2612 4438
13 55 107
13 5708 9723
13 4937 8339
13 2144 3633
13 3894 6545
13 5419 9212
13 517 972
13 827 1451
13 1310 2246
13 4748 7992
13 4375 7355
13 3877 6513
13 1341 2293
13 5302 8978
13 5488 9324
13 2764 4702
13 1700 2853
13 4076 6884
13 5108 8613
13 4506 7551
13 2146 3629
13 5452 9247
13 943 1603
13 3979 6693
13 1869 3148
13 4819 8100
13 1942 3294
13 3956 6648
13 804 1413
13 2445 4122
13 4429 7438
13 4712 7873
13 2274 3846
13 1243 2129
13 881 1506
13 4017 6743
13 759 1341
13 1467 2478
13 4892 8194
13 5890 9939
13 4054 6822
13 1116 1901
13 1669 2805
13 3249 5467
13 471 880
13 1248 2129
13 3906 6521
13 47 85
13 5352 9013
13 3033 5134
13 4587 7636
13 5342 8994
13 395 733
13 5478 9239
13 3379 5687
13 2313 3881
13 2209 3691
13 5341 8981
13 4101 6881
13 838 1457
13 1856 3104
13 360 671
13 5537 9330
13 1961 3302
13 1673 2800
13 446 836
13 3836 6397
13 2475 4142
13 5739 9666
13 2726 4591
13 2441 4081
13 1700 2841
13 1704 2844
13 4120 6886
13 4978 8308
13 38 76
13 5377 9015
13 642 1182
13 93 161
13 2613 4381
13 3788 6316
13 4704 7797
13 5789 9727
13 4222 7050
13 2019 3388
13 3234 5415
13 4378 7283
13 2044 3432
13 405 748
13 279 517
13 2927 4889
13 113 204
13 4556 7540
13 2531 4219
13 2087 3506
13 179 341
13 815 1407
13 5916 9903
13 452 835
13 4472 7425
13 461 846
13 727 1268
13 141 266
13 23 43
13 4920 8155
13 2957 4927
13 69 119
13 2110 3522
13 3679 6109
13 153 281
13 2562 4255
13 5281 8777
13 2664 4430
13 2404 3983
13 1292 2179
13 4753 7819
13 3462 5750
13 3494 5815
13 4619 7603
13 3938 6498
13 3831 6332
13 1501 2492
13 4052 6703
13 2331 3872
13 1849 3063
13 3982 6561
13 313 565
13 2698 4470
13 1702 2817
13 817 1400
13 1136 1895
13 2221 3663
13 1613 2669
13 5149 8514
13 2255 3706
13 4359 7176
13 2069 3441
13 100 178
13 4267 7050
13 3567 5902
13 256 459
13 4678 7658
13 2818 4679
13 2960 4889
13 985 1641
13 4159 6859
13 5467 9060
13 4495 7391
13 1622 2674
13 4051 6663
13 131 241
13 3238 5358
13 5528 9155
13 4208 6944
13 3378 5582
13 1327 2218
13 5949 9858
13 3739 6148
13 1843 3040
13 1627 2675
13 2378 3900
13 749 1288
13 1638 2690
13 1781 2921
13 5919 9802
13 1679 2749
13 55 97
13 5795 9595
13 1787 2927
13 2116 3500
13 3349 5497
13 2052 3386
13 646 1158
13 3998 6528
13 2810 4627
13 1707 2799
13 5884 9739
13 2261 3688
13 4010 6542
13 1456 2413
13 4097 6703
13 4143 6783
13 2521 4123
13 1325 2211
13 42 80
13 3698 6058
13 438 781
13 6035 9938
13 1322 2206
13 2341 3822
13 5453 8965
13 1495 2458
13 3100 5110
13 1000 1655
13 3285 5380
13 735 1264
13 2691 4404
13 1105 1829
13 479 859
13 4508 7331
13 3248 5329
13 3906 6356
13 4333 7069
13 3989 6487
13 5619 9236
13 1036 1697
13 3450 5638
13 5474 8976
13 1057 1737
13 5225 8532
13 4784 7741
13 2934 4792
13 1010 1668
13 1131 1865
13 4291 7003
13 4983 8100
13 4898 7923
13 4815 7785
13 4950 8038
13 3991 6481
13 4914 7959
13 2054 3355
13 5468 8939
13 5752 9421
13 3065 5010
13 376 671
13 384 685
13 5752 9415
13 1536 2501
13 4887 7896
13 1911 3098
13 4858 7830
13 339 604
13 4030 6520
13 375 670
13 6009 9840
13 2805 4569
13 1633 2660
13 5422 8816
13 3885 6306
13 675 1193
13 4060 6558
13 4606 7450
13 1778 2861
13 2935 4775
13 2740 4454
13 542 961
13 5552 9050
13 5292 8591
13 3284 5351
13 3412 5531
13 1799 2902
13 5370 8706
13 463 822
13 1428 2323
13 36 68
13 4885 7846
13 5738 9360
13 3591 5835
13 194 347
13 4496 7256
13 5499 8934
13 2794 4529
13 4897 7860
13 1109 1806
13 952 1551
13 4798 7700
13 3953 6375
13 2601 4212
13 1790 2869
13 5564 9033
13 3332 5405
13 5805 9427
13 4024 6483
13 2848 4618
13 314 554
13 4526 7289
13 1187 1931
13 5907 9604
13 3635 5880
13 2255 3634
13 907 1487
13 5437 8782
13 5389 8692
13 5369 8661
13 4639 7457
13 5424 8760
13 4048 6507
13 4223 6817
13 2834 4596
13 1987 3206
13 243 425
13 6096 9882
13 4836 7736
13 5151 8285
13 1041 1688
13 3493 5639
13 1443 2338
13 2731 4415
13 6084 9851
13 3218 5207
13 2130 3448
13 995 1608
13 563 986
13 3910 6283
13 1597 2578
13 948 1540
13 2228 3573
13 492 861
13 652 1144
13 5852 9453
13 2795 4495
13 5575 8983
13 2842 4588
13 1991 3187
13 4798 7644
13 1256 2045
13 1212 1948
13 2587 4152
13 3238 5215
13 4102 6544
13 4607 7358
13 3512 5640
13 1741 2778
13 874 1446
13 156 278
13 465 818
13 2138 3438
13 1628 2616
13 3253 5233
13 2051 3289
13 2612 4175
13 3135 5033
13 739 1250
13 3209 5161
13 793 1316
13 105 180
13 4202 6701
13 3058 4889
13 601 1042
13 2628 4197
13 399 695
13 3472 5537
13 1999 3180
13 1017 1635
13 3164 5077
13 4516 7176
13 2318 3680
13 4401 7025
13 803 1328
13 3281 5247
13 6186 9921
13 3149 5039
13 516 888
13 5652 9051
13 1787 2837
13 670 1166
13 6150 9869
13 3949 6275
13 81 134
13 3183 5102
13 3718 5917
13 2713 4309
13 82 135
13 2205 3519
13 5912 9470
13 4945 7803
13 27 51
13 1587 2523
13 1701 2693
13 629 1093
13 1940 3072
13 6075 9740
13 1883 2983
13 1634 2604
13 835 1375
13 5091 8060
13 6107 9780
13 864 1407
13 885 1437
13 4724 7461
13 4208 6655
13 4900 7710
13 5571 8852
13 2470 3895
13 4275 6761
13 1067 1689
13 868 1413
13 4202 6630
13 2733 4317
13 976 1547
13 5120 8084
13 4179 6586
13 1378 2208
13 5212 8219
13 62 105
13 1061 1678
13 3814 6022
13 98 156
13 321 553
13 3189 5067
13 4841 7602
13 2296 3625
13 676 1159
13 340 585
13 1635 2581
13 1606 2534
13 3158 4997
13 1492 2361
13 169 294
13 1779 2786
13 3916 6174
13 2096 3301
13 287 496
13 3179 5026
13 4583 7196
13 2291 3609
13 1960 3068
13 5457 8609
13 139 239
13 4702 7385
13 4149 6508
13 5291 8323
13 2538 3971
13 5528 8716
13 1858 2894
13 256 428
13 4300 6746
13 3344 5268
13 344 584
13 2338 3651
13 4266 6688
13 2889 4538
13 2319 3628
13 5035 7847
13 3241 5123
13 3956 6209
13 4298 6734
13 4128 6472
13 3128 4922
13 4474 7028
13 5858 9258
13 640 1097
13 191 329
13 3890 6106
13 1576 2475
13 2481 3877
13 6136 9715
13 3540 5543
13 1587 2486
13 6311 9954
13 5871 9280
13 3400 5346
13 2948 4629
13 6074 9603
13 2602 4062
13 2481 3875
13 18 31
13 4587 7160
13 3518 5496
13 4451 6968
13 478 811
13 1375 2184
13 5064 7858
13 2837 4439
13 4091 6383
13 1913 2982
13 382 648
13 2009 3117
13 3704 5806
13 3563 5570
13 4174 6497
13 888 1417
13 1941 3019
13 4378 6826
13 4849 7523
13 3526 5495
13 416 703
13 4655 7239
13 4753 7390
13 6065 9541
13 2276 3545
13 1944 3023
13 755 1239
13 2904 4527
13 1685 2626
13 3388 5301
13 5395 8402
13 5752 9010
13 5647 8813
13 149 250
13 1494 2330
13 6126 9624
13 1558 2434
13 118 188
13 251 415
13 5656 8818
13 6070 9522
13 634 1063
13 5332 8287
13 3415 5329
13 1928 2986
13 3075 4785
13 4354 6746
13 1509 2357
13 5153 7963
13 369 621
13 2712 4204
13 3219 5019
13 2715 4212
13 1034 1595
13 2937 4560
13 5033 7758
13 2973 4618
13 1368 2152
13 5556 8637
13 2319 3596
13 4823 7453
13 4537 7039
13 1677 2606
13 1692 2619
13 2365 3642
13 3182 4936
13 1432 2243
13 3921 6076
13 949 1477
13 1721 2659
13 765 1246
13 599 999
13 42 74
13 6110 9534
13 1747 2680
13 6034 9412
13 2803 4319
13 3735 5778
13 1143 1770
13 1466 2282
13 4154 6400
13 3869 5974
13 4739 7301
13 366 612
13 2558 3921
13 5335 8214
13 3051 4722
13 5516 8539
13 217 366
13 2181 3359
13 1372 2136
13 2709 4171
13 4394 6751
13 653 1094
13 4412 6790
13 241 393
13 3919 6031
13 3497 5386
13 1845 2821
13 2509 3860
13 2852 4397
13 2651 4068
13 3153 4859
13 2909 4471
13 6422 9954
13 2541 3892
13 141 236
13 2787 4273
13 6221 9670
13 1295 2006
13 1910 2907
13 1565 2422
13 2828 4332
13 4296 6561
13 6047 9387
13 5380 8254
13 679 1127
13 282 461
13 2069 3145
13 5150 7845
13 109 173
13 3436 5281
13 1302 2016
13 4513 6924
13 4170 6376
13 3353 5159
13 2413 3669
13 5694 8759
13 4505 6897
13 4250 6490
13 1712 2619
13 819 1294
13 4513 6910
13 2507 3830
13 1371 2117
13 4491 6864
13 2672 4074
13 1531 2353
13 4925 7489
13 2463 3745
13 434 711
13 248 397
13 1649 2519
13 3294 5044
13 2170 3310
13 5411 8258
13 6249 9650
13 2908 4437
13 5695 8720
13 1841 2795
13 5638 8634
13 5796 8893
13 2903 4429
13 395 650
13 1397 2169
13 4704 7157
13 1395 2161
13 3826 5838
13 1475 2268
13 3551 5410
13 5676 8680
13 774 1239
13 4409 6704
13 1271 1943
13 914 1421
13 3391 5174
13 5764 8807
13 3623 5496
13 2559 3879
13 4143 6297
13 3680 5593
13 3013 4591
13 2013 3046
13 5343 8112
13 3938 5987
13 1793 2708
13 1803 2723
13 3713 5637
13 2289 3497
13 929 1443
13 3152 4784
13 1384 2131
13 4417 6688
13 3667 5565
13 5973 9133
13 3426 5209
13 1803 2722
13 825 1295
13 640 1047
13 859 1342
13 4436 6705
13 4014 6079
13 1701 2581
13 6360 9762
13 5304 8022
13 2655 4003
13 3257 4936
13 2117 3182
13 6208 9499
13 5802 8815
13 3843 5831
13 936 1444
13 6365 9758
13 5839 8877
13 6247 9556
13 3796 5745
13 1049 1585
13 5681 8631
13 5142 7734
13 926 1434
13 4254 6426
13 5843 8871
13 2365 3565
13 2077 3114
13 2934 4436
13 1797 2698
13 5506 8323
13 2318 3511
13 207 345
13 3788 5722
13 3207 4853
13 4676 7051
13 5408 8154
13 4934 7435
13 2114 3165
13 1672 2528
13 5195 7790
13 2954 4453
13 3786 5710
13 4848 7289
13 6312 9620
13 1018 1541
13 5774 8733
13 3801 5731
13 4505 6770
13 3076 4641
13 5233 7828
13 3116 4707
13 6325 9625
13 3692 5563
13 4085 6141
13 4022 6051
13 485 786
13 6379 9706
13 3672 5518
13 3460 5222
13 5797 8757
13 122 193
13 3365 5085
13 6013 9102
13 1491 2268
13 6557 9939
13 1662 2505
13 263 422
13 2497 3726
13 3767 5670
13 6126 9302
13 1008 1516
13 4320 6475
13 3325 5013
13 3416 5157
13 4066 6096
13 1951 2906
13 149 242
13 1209 1827
13 4027 6029
13 775 1235
13 6370 9655
13 458 736
13 532 860
13 1050 1570
13 2161 3230
13 4616 6912
13 1563 2356
13 1973 2936
13 5842 8782
13 2642 3931
13 1135 1693
13 5956 8975
13 3583 5368
13 4787 7148
13 5108 7595
13 3533 5307
13 6384 9653
13 2914 4369
13 5998 9033
13 3547 5324
13 2471 3672
13 4620 6901
13 1191 1799
13 3358 5037
13 1360 2058
13 2840 4247
13 2879 4295
13 1525 2300
13 1611 2426
13 196 324
13 6554 9888
13 1380 2082
13 4983 7413
13 466 748
13 4 4
13 397 643
13 2705 4012
13 5821 8713
13 6600 9931
13 6083 9146
13 5993 8996
13 5372 7977
13 5456 8122
13 2922 4364
13 3419 5125
13 3839 5717
13 6424 9672
13 3203 4778
13 4329 6439
13 3381 5057
13 4346 6454
13 70 111
13 5580 8311
13 5547 8254
13 1006 1500
13 231 369
13 5930 8853
13 3897 5795
13 6025 9022
13 830 1280
13 4126 6120
13 5960 8910
13 6467 9714
13 2376 3533
13 4049 6010
13 6472 9718
13 2811 4176
13 17 23
13 5655 8431
13 293 459
13 6130 9169
13 5011 7427
13 5663 8436
13 2464 3643
13 1199 1792
13 2401 3561
13 3850 5713
13 5303 7816
13 5617 8340
13 1428 2152
13 6168 9225
13 714 1146
13 5787 8615
13 5110 7536
13 3882 5752
13 74 115
13 2874 4258
13 3101 4606
13 3991 5910
13 2214 3280
13 3977 5886
13 5649 8382
13 5746 8542
13 1315 1952
13 1288 1915
13 3072 4552
13 1125 1670
13 1646 2443
13 580 927
13 64 102
13 1982 2903
13 4376 6449
13 2636 3881
13 5239 7691
13 4369 6444
13 1357 2025
13 810 1253
13 1441 2157
13 4206 6193
13 4029 5945
13 416 661
13 3670 5419
13 4814 7091
13 6229 9276
13 6247 9307
13 1946 2844
13 3894 5743
13 2424 3565
13 2589 3802
13 1117 1654
13 2181 3197
13 4114 6040
13 23 36
13 5499 8091
13 5438 7992
13 5634 8304
13 1799 2644
13 6495 9662
13 4829 7099
13 6684 9923
13 4165 6116
13 4331 6354
13 1865 2724
13 4328 6350
13 2756 4046
13 6190 9169
13 5683 8375
13 3586 5299
13 5259 7678
13 3104 4569
13 5197 7596
13 5670 8340
13 4326 6340
13 654 1039
13 2711 3968
13 3841 5647
13 2651 3883
13 4134 6064
13 3785 5565
13 2753 4037
13 5290 7718
13 5949 8762
13 47 77
13 2801 4106
13 4680 6854
13 5507 8069
13 5954 8762
13 3989 5850
13 2789 4084
13 3997 5862
13 1428 2125
13 4503 6552
13 1491 2216
13 3296 4850
13 1995 2902
13 1776 2614
13 2751 4019
13 840 1278
13 5435 7913
13 1163 1697
13 1479 2199
13 1261 1861
13 4384 6389
13 5815 8539
13 1999 2901
13 4606 6710
13 344 538
13 2160 3136
13 1911 2774
13 4183 6103
13 4931 7174
13 4694 6844
13 779 1218
13 4980 7251
13 5015 7302
13 5535 8072
13 1140 1673
13 4158 6065
13 175 274
13 1429 2109
13 5674 8279
13 1634 2399
13 5925 8661
13 4705 6847
13 4984 7249
13 1069 1564
13 6432 9462
13 5259 7620
13 6267 9194
13 2572 3727
13 3877 5670
13 5347 7745
13 1321 1941
13 1395 2059
13 1812 2636
13 3315 4842
13 3489 5121
13 2197 3174
13 5503 7978
13 2916 4247
13 6323 9278
13 1024 1504
13 683 1091
13 317 496
13 3486 5108
13 3254 4746
13 3373 4920
13 4680 6781
13 4945 7163
13 3558 5194
13 6096 8890
13 1222 1794
13 2723 3945
13 2701 3903
13 5935 8641
13 762 1195
13 3766 5467
13 3068 4455
13 3546 5167
13 643 1013
13 3124 4535
13 531 837
13 6020 8758
13 4483 6476
13 2014 2897
13 926 1394
13 5332 7670
13 3009 4370
13 586 921
13 3897 5648
13 5934 8618
13 135 199
13 4953 7153
13 4190 6061
13 4874 7047
13 5934 8613
13 517 807
13 5749 8319
13 3723 5394
13 2988 4322
13 2415 3513
13 406 636
13 4242 6116
13 2638 3810
13 576 891
13 3282 4758
13 3450 5005
13 1887 2711
13 3850 5565
13 4549 6525
13 2590 3724
13 4485 6452
13 5123 7362
13 6110 8835
13 2045 2928
13 4610 6611
13 4591 6581
13 386 598
13 627 982
13 5231 7502
13 1795 2599
13 4129 5952
13 2815 4053
13 4243 6104
13 1376 2013
13 5194 7452
13 3257 4717
13 6332 9173
13 4003 5771
13 4503 6463
13 2404 3495
13 3910 5636
13 2384 3451
13 6614 9612
13 6510 9447
13 3012 4342
13 469 722
13 520 804
13 2357 3405
13 1834 2639
13 5123 7329
13 4978 7130
13 6294 9092
13 3250 4692
13 1601 2317
13 1386 2020
13 877 1303
13 6174 8898
13 6218 8971
13 1578 2285
13 1931 2753
13 5555 7922
13 5746 8237
13 4749 6806
13 2809 4026
13 4630 6603
13 2970 4259
13 3530 5095
13 4025 5776
13 4464 6382
13 5552 7910
13 3913 5623
13 1386 2019
13 917 1361
13 1106 1587
13 1005 1466
13 1417 2055
13 1601 2309
13 1573 2270
13 3810 5461
13 3447 4949
13 6642 9600
13 6222 8943
13 2826 4041
13 412 644
13 840 1260
13 1677 2413
13 1354 1947
13 4583 6510
13 5450 7736
13 376 585
13 3925 5615
13 3956 5658
13 3608 5174
13 1685 2422
13 4238 6036
13 1229 1777
13 2134 3033
13 5277 7483
13 2748 3905
13 6547 9415
13 3774 5393
13 6621 9529
13 5496 7786
13 4760 6754
13 715 1116
13 6440 9252
13 3601 5162
13 6794 9778
13 1063 1523
13 400 623
13 3302 4727
13 5276 7475
13 4160 5918
13 3565 5120
13 5715 8119
13 5069 7178
13 2729 3885
13 4523 6418
13 25 40
13 5629 7974
13 4924 7003
13 3970 5656
13 6968 9984
13 1506 2178
13 3105 4430
13 1660 2373
13 195 307
13 2685 3815
13 6874 9856
13 2958 4213
13 6677 9582
13 3683 5250
13 65 94
13 5209 7369
13 1389 2004
13 5361 7562
13 4693 6621
13 2463 3518
13 5195 7340
13 3164 4496
13 320 493
13 5928 8419
13 5872 8323
13 4532 6411
13 6907 9891
13 1980 2794
13 6962 9941
13 89 129
13 6451 9213
13 6994 9982
13 5727 8103
13 1806 2568
13 1387 1990
13 5721 8087
13 709 1098
13 4544 6420
13 304 460
13 963 1406
13 4682 6587
13 204 317
13 1384 1971
13 4367 6169
13 1344 1919
13 1445 2065
13 6923 9890
13 180 275
13 6745 9627
13 2054 2864
13 2684 3794
13 2353 3320
13 5231 7360
13 3035 4287
13 1227 1739
13 1423 2036
13 461 699
13 1149 1631
13 774 1182
13 421 640
13 1243 1760
13 4805 6747
13 4952 6974
13 4417 6215
13 6550 9316
13 6322 8964
13 432 654
13 275 414
13 1231 1736
13 5326 7467
13 5807 8172
13 5911 8323
13 5559 7784
13 101 143
13 561 845
13 6823 9703
13 1557 2208
13 493 735
13 4504 6330
13 5830 8188
13 7019 9951
13 87 124
13 1071 1508
13 2617 3664
13 3132 4412
13 6754 9599
13 4047 5700
13 1023 1463
13 5428 7582
13 4904 6882
13 1493 2103
13 4045 5694
13 2589 3630
13 3856 5430
13 1354 1909
13 6559 9298
13 3122 4394
13 1833 2564
13 4324 6064
13 1778 2483
13 21 31
13 3020 4237
13 540 806
13 2970 4167
13 3118 4380
13 5722 8003
13 151 222
13 2122 2941
13 3613 5091
13 4712 6552
13 5372 7481
13 3582 5042
13 2179 3029
13 3802 5341
13 6201 8706
13 5330 7441
13 3520 4940
13 508 758
13 3742 5256
13 1813 2523
13 2863 3993
13 2671 3711
13 5889 8217
13 5489 7623
13 6491 9141
13 4653 6479
13 2343 3273
13 7002 9888
13 3855 5395
13 6620 9337
13 1696 2371
13 1264 1778
13 2565 3574
13 6758 9529
13 4257 5945
13 3088 4307
13 5426 7533
13 1811 2519
13 2574 3600
13 6397 8976
13 3882 5423
13 5338 7433
13 250 370
13 6049 8452
13 2012 2774
13 6472 9077
13 1598 2245
13 2923 4066
13 4450 6187
13 5413 7501
13 4759 6589
13 127 180
13 5465 7565
13 773 1159
13 2982 4155
13 4836 6706
13 2873 3990
13 5347 7428
13 4769 6594
13 6679 9385
13 2261 3118
13 6408 8965
13 775 1163
13 2205 3044
13 6092 8495
13 2476 3460
13 2681 3703
13 1708 2380
13 1679 2331
13 5269 7303
13 5590 7708
13 5619 7754
13 717 1088
13 5826 8078
13 1846 2559
13 2776 3862
13 2511 3507
13 3458 4804
13 5750 7929
13 6919 9695
13 6226 8658
13 589 870
13 4502 6227
13 4497 6223
13 6040 8381
13 262 383
13 6635 9281
13 1707 2371
13 3002 4163
13 4233 5876
13 1258 1756
13 5265 7281
13 802 1193
13 6636 9271
13 219 326
13 4369 6040
13 6525 9083
13 2915 4029
13 6075 8420
13 996 1414
13 5594 7685
13 4437 6128
13 3989 5521
13 6319 8773
13 379 559
13 5852 8080
13 6467 8988
13 2947 4066
13 6629 9236
13 2365 3269
13 2727 3761
13 3071 4246
13 2998 4139
13 4600 6341
13 319 469
13 1831 2521
13 4884 6724
13 6990 9751
13 3536 4892
13 5255 7239
13 1425 1979
13 2188 3001
13 597 873
13 2318 3172
13 6232 8624
13 817 1199
13 6630 9213
13 5630 7708
13 1146 1580
13 2898 3985
13 3967 5474
13 4067 5617
13 4704 6466
13 669 995
13 506 743
13 5101 7025
13 6552 9075
13 4419 6083
13 730 1091
13 3379 4664
13 6738 9352
13 823 1205
13 6444 8910
13 7083 9843
13 5517 7546
13 4162 5732
13 1715 2364
13 419 622
13 3985 5483
13 2616 3609
13 5761 7861
13 2781 3814
13 2170 2962
13 6337 8734
13 5085 6986
13 5811 7938
13 4582 6285
13 1863 2551
13 4104 5646
13 3077 4218
13 4792 6537
13 755 1121
13 4515 6187
13 2203 3003
13 6165 8468
13 2393 3282
13 19 28
13 2852 3896
13 6772 9365
13 755 1119
13 6224 8560
13 6342 8717
13 1694 2324
13 2793 3822
13 3572 4913
13 4553 6222
13 6912 9554
13 5324 7277
13 5007 6844
13 3658 5037
13 5297 7238
13 718 1058
13 3784 5203
13 4821 6552
13 7093 9792
13 1578 2190
13 3286 4491
13 1775 2430
13 3455 4741
13 4767 6489
13 4883 6648
13 5621 7630
13 2904 3962
13 6680 9187
13 428 633
13 1779 2431
13 1810 2470
13 452 661
13 4637 6327
13 1335 1835
13 5973 8133
13 867 1239
13 5065 6905
13 4998 6809
13 3685 5061
13 1326 1818
13 2235 3032
13 3377 4616
13 3986 5447
13 4582 6228
13 4401 6005
13 6593 9038
13 5360 7286
13 833 1209
13 4091 5590
13 2503 3431
13 7087 9751
13 57 81
13 4297 5861
13 579 844
13 4857 6571
13 6489 8861
13 6217 8475
13 366 533
13 5924 8048
13 6658 9108
13 6797 9316
13 355 518
13 4504 6122
13 4139 5643
13 6385 8706
13 3129 4255
13 2382 3234
13 4115 5611
13 727 1064
13 3409 4648
13 2783 3781
13 312 448
13 6769 9264
13 4094 5580
13 4937 6677
13 1192 1621
13 3395 4618
13 2926 3963
13 6724 9182
13 151 209
13 2763 3746
13 6550 8933
13 4920 6642
13 7018 9607
13 7145 9778
13 2372 3213
13 6235 8468
13 6089 8253
13 70 99
13 2141 2869
13 2751 3713
13 6900 9415
13 7119 9739
13 7193 9835
13 1015 1411
13 6217 8445
13 3027 4090
13 684 997
13 286 408
13 1114 1507
13 4163 5645
13 3093 4189
13 1442 1955
13 902 1261
13 4532 6122
13 3668 4984
13 2157 2883
13 516 740
13 3897 5300
13 1517 2065
13 653 949
13 6655 9046
13 5462 7351
13 2924 3944
13 6388 8654
13 5292 7129
13 5314 7157
13 2554 3474
13 1285 1734
13 2660 3608
13 4712 6343
13 4026 5447
13 6891 9376
13 1809 2435
13 1210 1635
13 5304 7139
13 616 880
13 4240 5725
13 6046 8136
13 932 1289
13 2656 3584
13 101 134
13 1356 1830
13 4109 5540
13 1009 1395
13 5930 7952
13 5116 6876
13 3187 4278
13 6442 8693
13 1597 2176
13 2024 2696
13 4451 5994
13 867 1223
13 33 47
13 7334 9938
13 4648 6229
13 2619 3528
13 2550 3448
13 4502 6055
13 3897 5262
13 2525 3408
13 6489 8751
13 5266 7061
13 6757 9136
13 827 1186
13 6457 8696
13 4683 6275
13 1529 2066
13 540 774
13 534 764
13 7166 9707
13 3248 4358
13 632 898
13 5913 7890
13 4675 6250
13 1704 2293
13 4351 5842
13 2351 3127
13 2203 2924
13 627 887
13 3934 5303
13 4183 5620
13 2421 3234
13 2176 2878
13 4222 5667
13 7050 9524
13 6761 9107
13 4134 5547
13 6909 9324
13 1137 1515
13 567 809
13 2066 2733
13 186 266
13 3164 4222
13 1392 1869
13 1070 1452
13 2209 2919
13 6104 8145
13 2624 3518
13 2783 3693
13 3918 5261
13 7098 9578
13 3298 4403
13 4621 6159
13 5618 7468
13 457 654
13 3595 4804
13 2483 3310
13 2842 3781
13 5826 7728
13 382 550
13 4062 5436
13 2509 3348
13 104 136
13 6230 8315
13 4010 5367
13 7177 9660
13 2839 3774
13 5469 7266
13 6703 8985
13 3945 5289
13 6064 8075
13 1295 1718
13 4162 5555
13 6469 8650
13 7409 9939
13 2521 3359
13 1183 1569
13 3336 4436
13 5179 6878
13 1218 1614
13 7219 9697
13 4867 6456
13 1780 2369
13 1647 2208
13 195 276
13 2288 3023
13 5278 7013
13 7417 9938
13 5129 6804
13 3558 4741
13 339 488
13 6435 8593
13 3350 4442
13 436 624
